"Curso_ID","Grado","Sección","Jornada","Día","Hora","Materia","Docente_ID"
"1","1","A","Mañana","Viernes","10:30–11:15","Informatica","FLEX-04"
"1","1","A","Mañana","Viernes","11:15–12:00","Artistica","FLEX-01"
"2","1","B","Mañana","Lunes","07:00–07:45","Informatica","FLEX-05"
"2","1","B","Mañana","Lunes","07:45–08:30","Ingles","ESP-ING-04"
"2","1","B","Mañana","Lunes","08:30–09:15","Etica","EDF-ETICA-03"
"2","1","B","Mañana","Lunes","09:45–10:30","Educacion Fisica","EDF-ETICA-03"
"2","1","B","Mañana","Lunes","10:30–11:15","Matematicas","MAT-FIS-06"
"2","1","B","Mañana","Lunes","11:15–12:00","Espanol","ESP-ING-06"
"2","1","B","Mañana","Martes","07:00–07:45","Matematicas","MAT-FIS-02"
"2","1","B","Mañana","Martes","07:45–08:30","Espanol","ESP-ING-02"
"2","1","B","Mañana","Martes","08:30–09:15","Ciencias Naturales","CIENCIAS-02"
"2","1","B","Mañana","Martes","09:45–10:30","Ingles","ESP-ING-02"
"2","1","B","Mañana","Martes","10:30–11:15","Artistica","FLEX-02"
"2","1","B","Mañana","Martes","11:15–12:00","Ciencias Sociales","FLEX-07"
"2","1","B","Mañana","Miercoles","07:00–07:45","Espanol","ESP-ING-06"
"2","1","B","Mañana","Miercoles","07:45–08:30","Ciencias Naturales","CIENCIAS-04"
"2","1","B","Mañana","Miercoles","08:30–09:15","Ingles","ESP-ING-05"
"2","1","B","Mañana","Miercoles","09:45–10:30","Matematicas","MAT-FIS-06"
"2","1","B","Mañana","Miercoles","10:30–11:15","Artistica","FLEX-07"
"2","1","B","Mañana","Miercoles","11:15–12:00","Ciencias Sociales","FLEX-07"
"2","1","B","Mañana","Jueves","07:00–07:45","Etica","EDF-ETICA-01"
"2","1","B","Mañana","Jueves","07:45–08:30","Ciencias Naturales","CIENCIAS-03"
"2","1","B","Mañana","Jueves","08:30–09:15","Educacion Fisica","EDF-ETICA-01"
"2","1","B","Mañana","Jueves","09:45–10:30","Matematicas","MAT-FIS-01"
"2","1","B","Mañana","Jueves","10:30–11:15","Espanol","ESP-ING-04"
"2","1","B","Mañana","Jueves","11:15–12:00","Informatica","FLEX-01"
"2","1","B","Mañana","Viernes","07:00–07:45","Ciencias Sociales","FLEX-02"
"2","1","B","Mañana","Viernes","07:45–08:30","Ciencias Naturales","CIENCIAS-04"
"2","1","B","Mañana","Viernes","08:30–09:15","Educacion Fisica","EDF-ETICA-03"
"2","1","B","Mañana","Viernes","09:45–10:30","Artistica","FLEX-03"
"2","1","B","Mañana","Viernes","10:30–11:15","Matematicas","MAT-FIS-04"
"2","1","B","Mañana","Viernes","11:15–12:00","Espanol","ESP-ING-04"
"3","1","C","Mañana","Lunes","07:00–07:45","Espanol","ESP-ING-02"
"3","1","C","Mañana","Lunes","07:45–08:30","Educacion Fisica","EDF-ETICA-03"
"3","1","C","Mañana","Lunes","08:30–09:15","Matematicas","MAT-FIS-03"
"3","1","C","Mañana","Lunes","09:45–10:30","Ingles","ESP-ING-04"
"3","1","C","Mañana","Lunes","10:30–11:15","Ciencias Naturales","CIENCIAS-01"
"3","1","C","Mañana","Lunes","11:15–12:00","Artistica","FLEX-01"
"3","1","C","Mañana","Martes","07:00–07:45","Espanol","ESP-ING-04"
"3","1","C","Mañana","Martes","07:45–08:30","Ciencias Sociales","FLEX-05"
"3","1","C","Mañana","Martes","08:30–09:15","Ingles","ESP-ING-04"
"3","1","C","Mañana","Martes","09:45–10:30","Matematicas","MAT-FIS-03"
"3","1","C","Mañana","Martes","10:30–11:15","Etica","EDF-ETICA-02"
"3","1","C","Mañana","Martes","11:15–12:00","Educacion Fisica","EDF-ETICA-04"
"3","1","C","Mañana","Miercoles","07:00–07:45","Ciencias Naturales","CIENCIAS-01"
"3","1","C","Mañana","Miercoles","07:45–08:30","Ciencias Sociales","FLEX-01"
"3","1","C","Mañana","Miercoles","08:30–09:15","Matematicas","MAT-FIS-06"
"3","1","C","Mañana","Miercoles","09:45–10:30","Informatica","FLEX-01"
"3","1","C","Mañana","Miercoles","10:30–11:15","Espanol","ESP-ING-01"
"3","1","C","Mañana","Miercoles","11:15–12:00","Artistica","FLEX-01"
"3","1","C","Mañana","Jueves","07:00–07:45","Ciencias Naturales","CIENCIAS-01"
"3","1","C","Mañana","Jueves","07:45–08:30","Ciencias Sociales","FLEX-04"
"3","1","C","Mañana","Jueves","08:30–09:15","Artistica","FLEX-07"
"3","1","C","Mañana","Jueves","09:45–10:30","Ingles","ESP-ING-04"
"3","1","C","Mañana","Jueves","10:30–11:15","Espanol","ESP-ING-07"
"3","1","C","Mañana","Jueves","11:15–12:00","Matematicas","MAT-FIS-04"
"3","1","C","Mañana","Viernes","07:00–07:45","Informatica","FLEX-05"
"3","1","C","Mañana","Viernes","07:45–08:30","Espanol","ESP-ING-02"
"3","1","C","Mañana","Viernes","08:30–09:15","Ciencias Naturales","CIENCIAS-02"
"3","1","C","Mañana","Viernes","09:45–10:30","Etica","EDF-ETICA-05"
"3","1","C","Mañana","Viernes","10:30–11:15","Educacion Fisica","EDF-ETICA-05"
"3","1","C","Mañana","Viernes","11:15–12:00","Matematicas","MAT-FIS-01"
"4","1","D","Tarde","Lunes","13:00–13:45","Ciencias Naturales","CIENCIAS-04"
"4","1","D","Tarde","Lunes","13:45–14:30","Matematicas","MAT-FIS-04"
"4","1","D","Tarde","Lunes","14:30–15:15","Etica","EDF-ETICA-05"
"4","1","D","Tarde","Lunes","15:45–16:30","Educacion Fisica","EDF-ETICA-04"
"4","1","D","Tarde","Lunes","16:30–17:15","Espanol","ESP-ING-02"
"4","1","D","Tarde","Lunes","17:15–18:00","Ingles","ESP-ING-06"
"4","1","D","Tarde","Martes","13:00–13:45","Matematicas","MAT-FIS-06"
"4","1","D","Tarde","Martes","13:45–14:30","Informatica","FLEX-07"
"4","1","D","Tarde","Martes","14:30–15:15","Ciencias Sociales","FLEX-01"
"4","1","D","Tarde","Martes","15:45–16:30","Ingles","ESP-ING-06"
"4","1","D","Tarde","Martes","16:30–17:15","Espanol","ESP-ING-05"
"4","1","D","Tarde","Martes","17:15–18:00","Artistica","FLEX-01"
"4","1","D","Tarde","Miercoles","13:00–13:45","Matematicas","MAT-FIS-01"
"4","1","D","Tarde","Miercoles","13:45–14:30","Ciencias Sociales","FLEX-04"
"4","1","D","Tarde","Miercoles","14:30–15:15","Espanol","ESP-ING-04"
"4","1","D","Tarde","Miercoles","15:45–16:30","Ingles","ESP-ING-07"
"4","1","D","Tarde","Miercoles","16:30–17:15","Educacion Fisica","EDF-ETICA-01"
"4","1","D","Tarde","Miercoles","17:15–18:00","Ciencias Naturales","CIENCIAS-05"
"4","1","D","Tarde","Jueves","13:00–13:45","Matematicas","MAT-FIS-02"
"4","1","D","Tarde","Jueves","13:45–14:30","Informatica","FLEX-01"
"4","1","D","Tarde","Jueves","14:30–15:15","Ciencias Naturales","CIENCIAS-02"
"4","1","D","Tarde","Jueves","15:45–16:30","Etica","EDF-ETICA-02"
"4","1","D","Tarde","Jueves","16:30–17:15","Espanol","ESP-ING-01"
"4","1","D","Tarde","Jueves","17:15–18:00","Artistica","FLEX-05"
"4","1","D","Tarde","Viernes","13:00–13:45","Ciencias Naturales","CIENCIAS-01"
"4","1","D","Tarde","Viernes","13:45–14:30","Artistica","FLEX-01"
"4","1","D","Tarde","Viernes","14:30–15:15","Educacion Fisica","EDF-ETICA-04"
"4","1","D","Tarde","Viernes","15:45–16:30","Matematicas","MAT-FIS-05"
"4","1","D","Tarde","Viernes","16:30–17:15","Espanol","ESP-ING-01"
"4","1","D","Tarde","Viernes","17:15–18:00","Ciencias Sociales","FLEX-02"
"5","1","E","Tarde","Lunes","13:00–13:45","Educacion Fisica","EDF-ETICA-01"
"5","1","E","Tarde","Lunes","13:45–14:30","Ciencias Sociales","FLEX-03"
"5","1","E","Tarde","Lunes","14:30–15:15","Espanol","ESP-ING-03"
"5","1","E","Tarde","Lunes","15:45–16:30","Ingles","ESP-ING-07"
"5","1","E","Tarde","Lunes","16:30–17:15","Ciencias Naturales","CIENCIAS-04"
"5","1","E","Tarde","Lunes","17:15–18:00","Matematicas","MAT-FIS-06"
"5","1","E","Tarde","Martes","13:00–13:45","Ciencias Sociales","FLEX-02"
"5","1","E","Tarde","Martes","13:45–14:30","Ingles","ESP-ING-02"
"5","1","E","Tarde","Martes","14:30–15:15","Ciencias Naturales","CIENCIAS-05"
"5","1","E","Tarde","Martes","15:45–16:30","Artistica","FLEX-07"
"5","1","E","Tarde","Martes","16:30–17:15","Espanol","ESP-ING-06"
"5","1","E","Tarde","Martes","17:15–18:00","Matematicas","MAT-FIS-03"
"5","1","E","Tarde","Miercoles","13:00–13:45","Ciencias Naturales","CIENCIAS-01"
"5","1","E","Tarde","Miercoles","13:45–14:30","Matematicas","MAT-FIS-05"
"5","1","E","Tarde","Miercoles","14:30–15:15","Informatica","FLEX-03"
"5","1","E","Tarde","Miercoles","15:45–16:30","Artistica","FLEX-07"
"5","1","E","Tarde","Miercoles","16:30–17:15","Espanol","ESP-ING-07"
"5","1","E","Tarde","Miercoles","17:15–18:00","Educacion Fisica","EDF-ETICA-03"
"5","1","E","Tarde","Jueves","13:00–13:45","Etica","EDF-ETICA-05"
"5","1","E","Tarde","Jueves","13:45–14:30","Matematicas","MAT-FIS-03"
"5","1","E","Tarde","Jueves","14:30–15:15","Artistica","FLEX-01"
"5","1","E","Tarde","Jueves","15:45–16:30","Informatica","FLEX-03"
"5","1","E","Tarde","Jueves","16:30–17:15","Espanol","ESP-ING-03"
"5","1","E","Tarde","Jueves","17:15–18:00","Ciencias Naturales","CIENCIAS-03"
"5","1","E","Tarde","Viernes","13:00–13:45","Ciencias Sociales","FLEX-03"
"5","1","E","Tarde","Viernes","13:45–14:30","Matematicas","MAT-FIS-06"
"5","1","E","Tarde","Viernes","14:30–15:15","Etica","EDF-ETICA-02"
"5","1","E","Tarde","Viernes","15:45–16:30","Educacion Fisica","EDF-ETICA-05"
"5","1","E","Tarde","Viernes","16:30–17:15","Ingles","ESP-ING-06"
"5","1","E","Tarde","Viernes","17:15–18:00","Espanol","ESP-ING-03"
"6","2","A","Mañana","Lunes","07:00–07:45","Ingles","ESP-ING-01"
"6","2","A","Mañana","Lunes","07:45–08:30","Matematicas","MAT-FIS-02"
"6","2","A","Mañana","Lunes","08:30–09:15","Ciencias Sociales","FLEX-02"
"6","2","A","Mañana","Lunes","09:45–10:30","Educacion Fisica","EDF-ETICA-02"
"6","2","A","Mañana","Lunes","10:30–11:15","Ciencias Naturales","CIENCIAS-05"
"6","2","A","Mañana","Lunes","11:15–12:00","Espanol","ESP-ING-04"
"6","2","A","Mañana","Martes","07:00–07:45","Ciencias Naturales","CIENCIAS-04"
"6","2","A","Mañana","Martes","07:45–08:30","Ciencias Sociales","FLEX-01"
"6","2","A","Mañana","Martes","08:30–09:15","Espanol","ESP-ING-07"
"6","2","A","Mañana","Martes","09:45–10:30","Ingles","ESP-ING-07"
"6","2","A","Mañana","Martes","10:30–11:15","Matematicas","MAT-FIS-04"
"6","2","A","Mañana","Martes","11:15–12:00","Artistica","FLEX-05"
"6","2","A","Mañana","Miercoles","07:00–07:45","Educacion Fisica","EDF-ETICA-02"
"6","2","A","Mañana","Miercoles","07:45–08:30","Ciencias Naturales","CIENCIAS-03"
"6","2","A","Mañana","Miercoles","08:30–09:15","Artistica","FLEX-05"
"6","2","A","Mañana","Miercoles","09:45–10:30","Matematicas","MAT-FIS-05"
"6","2","A","Mañana","Miercoles","10:30–11:15","Espanol","ESP-ING-04"
"6","2","A","Mañana","Miercoles","11:15–12:00","Informatica","FLEX-05"
"6","2","A","Mañana","Jueves","07:00–07:45","Matematicas","MAT-FIS-05"
"6","2","A","Mañana","Jueves","07:45–08:30","Espanol","ESP-ING-05"
"6","2","A","Mañana","Jueves","08:30–09:15","Etica","EDF-ETICA-03"
"6","2","A","Mañana","Jueves","09:45–10:30","Ciencias Sociales","FLEX-03"
"6","2","A","Mañana","Jueves","10:30–11:15","Ciencias Naturales","CIENCIAS-02"
"6","2","A","Mañana","Jueves","11:15–12:00","Ingles","ESP-ING-06"
"6","2","A","Mañana","Viernes","07:00–07:45","Artistica","FLEX-06"
"6","2","A","Mañana","Viernes","07:45–08:30","Etica",""
"6","2","A","Mañana","Viernes","08:30–09:15","Educacion Fisica",""
"6","2","A","Mañana","Viernes","09:45–10:30","Espanol","ESP-ING-04"
"6","2","A","Mañana","Viernes","10:30–11:15","Matematicas","MAT-FIS-01"
"6","2","A","Mañana","Viernes","11:15–12:00","Informatica",""
"7","2","B","Mañana","Lunes","07:00–07:45","Educacion Fisica","EDF-ETICA-03"
"7","2","B","Mañana","Lunes","07:45–08:30","Informatica","FLEX-01"
"7","2","B","Mañana","Lunes","08:30–09:15","Espanol","ESP-ING-03"
"7","2","B","Mañana","Lunes","09:45–10:30","Ingles","ESP-ING-03"
"7","2","B","Mañana","Lunes","10:30–11:15","Matematicas","MAT-FIS-05"
"7","2","B","Mañana","Lunes","11:15–12:00","Etica","EDF-ETICA-02"
"7","2","B","Mañana","Martes","07:00–07:45","Artistica","FLEX-06"
"7","2","B","Mañana","Martes","07:45–08:30","Ingles","ESP-ING-05"
"7","2","B","Mañana","Martes","08:30–09:15","Matematicas","MAT-FIS-04"
"7","2","B","Mañana","Martes","09:45–10:30","Ciencias Naturales","CIENCIAS-03"
"7","2","B","Mañana","Martes","10:30–11:15","Espanol","ESP-ING-07"
"7","2","B","Mañana","Martes","11:15–12:00","Ciencias Sociales","FLEX-04"
"7","2","B","Mañana","Miercoles","07:00–07:45","Artistica","FLEX-05"
"7","2","B","Mañana","Miercoles","07:45–08:30","Espanol","ESP-ING-04"
"7","2","B","Mañana","Miercoles","08:30–09:15","Ciencias Naturales","CIENCIAS-03"
"7","2","B","Mañana","Miercoles","09:45–10:30","Ciencias Sociales","FLEX-05"
"7","2","B","Mañana","Miercoles","10:30–11:15","Matematicas","MAT-FIS-01"
"7","2","B","Mañana","Miercoles","11:15–12:00","Ingles","ESP-ING-01"
"7","2","B","Mañana","Jueves","07:00–07:45","Educacion Fisica","EDF-ETICA-02"
"7","2","B","Mañana","Jueves","07:45–08:30","Etica","EDF-ETICA-03"
"7","2","B","Mañana","Jueves","08:30–09:15","Matematicas","MAT-FIS-02"
"7","2","B","Mañana","Jueves","09:45–10:30","Espanol","ESP-ING-02"
"7","2","B","Mañana","Jueves","10:30–11:15","Ciencias Naturales","CIENCIAS-05"
"7","2","B","Mañana","Jueves","11:15–12:00","Informatica","FLEX-03"
"7","2","B","Mañana","Viernes","07:00–07:45","Espanol","ESP-ING-03"
"7","2","B","Mañana","Viernes","07:45–08:30","Educacion Fisica","EDF-ETICA-04"
"7","2","B","Mañana","Viernes","08:30–09:15","Ciencias Sociales","FLEX-03"
"7","2","B","Mañana","Viernes","09:45–10:30","Artistica","FLEX-05"
"7","2","B","Mañana","Viernes","10:30–11:15","Ciencias Naturales","CIENCIAS-03"
"7","2","B","Mañana","Viernes","11:15–12:00","Matematicas","MAT-FIS-06"
"8","2","C","Mañana","Lunes","07:00–07:45","Educacion Fisica","EDF-ETICA-05"
"8","2","C","Mañana","Lunes","07:45–08:30","Matematicas","MAT-FIS-05"
"8","2","C","Mañana","Lunes","08:30–09:15","Ingles","ESP-ING-06"
"8","2","C","Mañana","Lunes","09:45–10:30","Espanol","ESP-ING-06"
"8","2","C","Mañana","Lunes","10:30–11:15","Artistica","FLEX-01"
"8","2","C","Mañana","Lunes","11:15–12:00","Ciencias Naturales","CIENCIAS-04"
"8","2","C","Mañana","Martes","07:00–07:45","Espanol","ESP-ING-02"
"8","2","C","Mañana","Martes","07:45–08:30","Matematicas","MAT-FIS-02"
"8","2","C","Mañana","Martes","08:30–09:15","Etica","EDF-ETICA-03"
"8","2","C","Mañana","Martes","09:45–10:30","Educacion Fisica","EDF-ETICA-05"
"8","2","C","Mañana","Martes","10:30–11:15","Ingles","ESP-ING-04"
"8","2","C","Mañana","Martes","11:15–12:00","Ciencias Sociales","FLEX-01"
"8","2","C","Mañana","Miercoles","07:00–07:45","Espanol","ESP-ING-07"
"8","2","C","Mañana","Miercoles","07:45–08:30","Informatica",""
"8","2","C","Mañana","Miercoles","08:30–09:15","Matematicas","MAT-FIS-04"
"8","2","C","Mañana","Miercoles","09:45–10:30","Ciencias Sociales","FLEX-07"
"8","2","C","Mañana","Miercoles","10:30–11:15","Ciencias Naturales","CIENCIAS-05"
"8","2","C","Mañana","Miercoles","11:15–12:00","Artistica",""
"8","2","C","Mañana","Jueves","07:00–07:45","Ciencias Sociales","FLEX-06"
"8","2","C","Mañana","Jueves","07:45–08:30","Artistica","FLEX-03"
"8","2","C","Mañana","Jueves","08:30–09:15","Espanol","ESP-ING-04"
"8","2","C","Mañana","Jueves","09:45–10:30","Ingles","ESP-ING-03"
"8","2","C","Mañana","Jueves","10:30–11:15","Matematicas","MAT-FIS-03"
"8","2","C","Mañana","Jueves","11:15–12:00","Ciencias Naturales","CIENCIAS-04"
"8","2","C","Mañana","Viernes","07:00–07:45","Etica","EDF-ETICA-03"
"8","2","C","Mañana","Viernes","07:45–08:30","Matematicas","MAT-FIS-01"
"8","2","C","Mañana","Viernes","08:30–09:15","Espanol","ESP-ING-05"
"8","2","C","Mañana","Viernes","09:45–10:30","Informatica","FLEX-01"
"8","2","C","Mañana","Viernes","10:30–11:15","Ciencias Naturales","CIENCIAS-01"
"8","2","C","Mañana","Viernes","11:15–12:00","Educacion Fisica","EDF-ETICA-02"
"9","2","D","Tarde","Lunes","13:00–13:45","Matematicas","MAT-FIS-02"
"9","2","D","Tarde","Lunes","13:45–14:30","Espanol","ESP-ING-06"
"9","2","D","Tarde","Lunes","14:30–15:15","Ciencias Naturales","CIENCIAS-04"
"9","2","D","Tarde","Lunes","15:45–16:30","Etica","EDF-ETICA-03"
"9","2","D","Tarde","Lunes","16:30–17:15","Educacion Fisica","EDF-ETICA-05"
"9","2","D","Tarde","Lunes","17:15–18:00","Ingles","ESP-ING-05"
"9","2","D","Tarde","Martes","13:00–13:45","Espanol","ESP-ING-07"
"9","2","D","Tarde","Martes","13:45–14:30","Matematicas","MAT-FIS-06"
"9","2","D","Tarde","Martes","14:30–15:15","Ingles","ESP-ING-05"
"9","2","D","Tarde","Martes","15:45–16:30","Informatica","FLEX-05"
"9","2","D","Tarde","Martes","16:30–17:15","Artistica","FLEX-05"
"9","2","D","Tarde","Martes","17:15–18:00","Ciencias Sociales","FLEX-02"
"9","2","D","Tarde","Miercoles","13:00–13:45","Ciencias Naturales","CIENCIAS-03"
"9","2","D","Tarde","Miercoles","13:45–14:30","Ciencias Sociales","FLEX-06"
"9","2","D","Tarde","Miercoles","14:30–15:15","Ingles","ESP-ING-06"
"9","2","D","Tarde","Miercoles","15:45–16:30","Espanol","ESP-ING-03"
"9","2","D","Tarde","Miercoles","16:30–17:15","Educacion Fisica","EDF-ETICA-02"
"9","2","D","Tarde","Miercoles","17:15–18:00","Matematicas","MAT-FIS-02"
"9","2","D","Tarde","Jueves","13:00–13:45","Ciencias Naturales","CIENCIAS-01"
"9","2","D","Tarde","Jueves","13:45–14:30","Etica","EDF-ETICA-05"
"9","2","D","Tarde","Jueves","14:30–15:15","Matematicas","MAT-FIS-03"
"9","2","D","Tarde","Jueves","15:45–16:30","Artistica","FLEX-06"
"9","2","D","Tarde","Jueves","16:30–17:15","Informatica","FLEX-07"
"9","2","D","Tarde","Jueves","17:15–18:00","Espanol","ESP-ING-04"
"9","2","D","Tarde","Viernes","13:00–13:45","Matematicas","MAT-FIS-05"
"9","2","D","Tarde","Viernes","13:45–14:30","Espanol","ESP-ING-07"
"9","2","D","Tarde","Viernes","14:30–15:15","Ciencias Sociales","FLEX-04"
"9","2","D","Tarde","Viernes","15:45–16:30","Ciencias Naturales","CIENCIAS-05"
"9","2","D","Tarde","Viernes","16:30–17:15","Artistica","FLEX-06"
"9","2","D","Tarde","Viernes","17:15–18:00","Educacion Fisica","EDF-ETICA-03"
"10","2","E","Tarde","Lunes","13:00–13:45","Educacion Fisica","EDF-ETICA-03"
"10","2","E","Tarde","Lunes","13:45–14:30","Ingles","ESP-ING-01"
"10","2","E","Tarde","Lunes","14:30–15:15","Matematicas","MAT-FIS-02"
"10","2","E","Tarde","Lunes","15:45–16:30","Ciencias Sociales","FLEX-04"
"10","2","E","Tarde","Lunes","16:30–17:15","Espanol","ESP-ING-04"
"10","2","E","Tarde","Lunes","17:15–18:00","Ciencias Naturales","CIENCIAS-02"
"10","2","E","Tarde","Martes","13:00–13:45","Espanol","ESP-ING-03"
"10","2","E","Tarde","Martes","13:45–14:30","Matematicas","MAT-FIS-02"
"10","2","E","Tarde","Martes","14:30–15:15","Ingles","ESP-ING-02"
"10","2","E","Tarde","Martes","15:45–16:30","Ciencias Naturales","CIENCIAS-03"
"10","2","E","Tarde","Martes","16:30–17:15","Ciencias Sociales","FLEX-02"
"10","2","E","Tarde","Martes","17:15–18:00","Artistica","FLEX-05"
"10","2","E","Tarde","Miercoles","13:00–13:45","Ciencias Naturales","CIENCIAS-05"
"10","2","E","Tarde","Miercoles","13:45–14:30","Educacion Fisica","EDF-ETICA-05"
"10","2","E","Tarde","Miercoles","14:30–15:15","Informatica","FLEX-02"
"10","2","E","Tarde","Miercoles","15:45–16:30","Matematicas","MAT-FIS-06"
"10","2","E","Tarde","Miercoles","16:30–17:15","Artistica","FLEX-06"
"10","2","E","Tarde","Miercoles","17:15–18:00","Espanol","ESP-ING-03"
"10","2","E","Tarde","Jueves","13:00–13:45","Artistica","FLEX-07"
"10","2","E","Tarde","Jueves","13:45–14:30","Ciencias Naturales","CIENCIAS-01"
"10","2","E","Tarde","Jueves","14:30–15:15","Etica","EDF-ETICA-05"
"10","2","E","Tarde","Jueves","15:45–16:30","Informatica","FLEX-02"
"10","2","E","Tarde","Jueves","16:30–17:15","Matematicas","MAT-FIS-02"
"10","2","E","Tarde","Jueves","17:15–18:00","Espanol","ESP-ING-01"
"10","2","E","Tarde","Viernes","13:00–13:45","Ingles","ESP-ING-04"
"10","2","E","Tarde","Viernes","13:45–14:30","Ciencias Sociales","FLEX-02"
"10","2","E","Tarde","Viernes","14:30–15:15","Matematicas","MAT-FIS-05"
"10","2","E","Tarde","Viernes","15:45–16:30","Etica","EDF-ETICA-02"
"10","2","E","Tarde","Viernes","16:30–17:15","Educacion Fisica","EDF-ETICA-05"
"10","2","E","Tarde","Viernes","17:15–18:00","Espanol","ESP-ING-07"
"11","3","A","Mañana","Lunes","07:00–07:45","Matematicas","MAT-FIS-05"
"11","3","A","Mañana","Lunes","07:45–08:30","Ingles","ESP-ING-01"
"11","3","A","Mañana","Lunes","08:30–09:15","Ciencias Naturales","CIENCIAS-04"
"11","3","A","Mañana","Lunes","09:45–10:30","Educacion Fisica","EDF-ETICA-01"
"11","3","A","Mañana","Lunes","10:30–11:15","Ciencias Sociales","FLEX-05"
"11","3","A","Mañana","Lunes","11:15–12:00","Espanol","ESP-ING-02"
"11","3","A","Mañana","Martes","07:00–07:45","Ciencias Sociales","FLEX-07"
"11","3","A","Mañana","Martes","07:45–08:30","Espanol","ESP-ING-07"
"11","3","A","Mañana","Martes","08:30–09:15","Artistica","FLEX-05"
"11","3","A","Mañana","Martes","09:45–10:30","Ingles",""
"11","3","A","Mañana","Martes","10:30–11:15","Matematicas","MAT-FIS-05"
"11","3","A","Mañana","Martes","11:15–12:00","Ciencias Naturales","CIENCIAS-04"
"11","3","A","Mañana","Miercoles","07:00–07:45","Matematicas","MAT-FIS-02"
"11","3","A","Mañana","Miercoles","07:45–08:30","Educacion Fisica","EDF-ETICA-05"
"11","3","A","Mañana","Miercoles","08:30–09:15","Espanol","ESP-ING-01"
"11","3","A","Mañana","Miercoles","09:45–10:30","Artistica","FLEX-02"
"11","3","A","Mañana","Miercoles","10:30–11:15","Informatica","FLEX-03"
"11","3","A","Mañana","Miercoles","11:15–12:00","Ciencias Naturales","CIENCIAS-01"
"11","3","A","Mañana","Jueves","07:00–07:45","Espanol","ESP-ING-04"
"11","3","A","Mañana","Jueves","07:45–08:30","Ciencias Naturales","CIENCIAS-05"
"11","3","A","Mañana","Jueves","08:30–09:15","Matematicas","MAT-FIS-04"
"11","3","A","Mañana","Jueves","09:45–10:30","Ingles","ESP-ING-05"
"11","3","A","Mañana","Jueves","10:30–11:15","Ciencias Sociales","FLEX-04"
"11","3","A","Mañana","Jueves","11:15–12:00","Etica","EDF-ETICA-01"
"11","3","A","Mañana","Viernes","07:00–07:45","Espanol","ESP-ING-01"
"11","3","A","Mañana","Viernes","07:45–08:30","Informatica","FLEX-03"
"11","3","A","Mañana","Viernes","08:30–09:15","Artistica","FLEX-01"
"11","3","A","Mañana","Viernes","09:45–10:30","Educacion Fisica","EDF-ETICA-02"
"11","3","A","Mañana","Viernes","10:30–11:15","Etica","EDF-ETICA-02"
"11","3","A","Mañana","Viernes","11:15–12:00","Matematicas","MAT-FIS-04"
"12","3","B","Mañana","Lunes","07:00–07:45","Ingles","ESP-ING-04"
"12","3","B","Mañana","Lunes","07:45–08:30","Informatica","FLEX-02"
"12","3","B","Mañana","Lunes","08:30–09:15","Educacion Fisica","EDF-ETICA-04"
"12","3","B","Mañana","Lunes","09:45–10:30","Etica","EDF-ETICA-04"
